hsa-miR-155-5p,MAP3K14
hsa-miR-155-5p,VPS18
hsa-miR-200c-3p,KLHL20
hsa-miR-200c-3p,PTPRD
hsa-miR-200c-3p,ELMO2
hsa-miR-200c-3p,ERBIN
hsa-miR-200c-3p,WDR37
hsa-miR-200c-3p,VAC14
hsa-miR-200c-3p,TCF7L1
hsa-miR-200c-3p,RASSF2
hsa-miR-200c-3p,HOXB5
hsa-miR-200c-3p,RIN2
hsa-miR-200c-3p,KLF11
hsa-miR-200c-3p,SEPT7
hsa-miR-200c-3p,SHC1
hsa-miR-9-5p,GRN
hsa-miR-145-5p,F11R
hsa-miR-141-3p,SHC1
hsa-miR-141-3p,VAC14
hsa-miR-141-3p,TCF7L1
hsa-miR-141-3p,ELMO2
hsa-miR-141-3p,RASSF2
hsa-miR-141-3p,KLHL20
hsa-miR-141-3p,RIN2
hsa-miR-141-3p,SEPT7
hsa-miR-141-3p,HOXB5
hsa-miR-141-3p,ERBIN
hsa-miR-141-3p,KLF11
hsa-miR-141-3p,PTPRD
hsa-miR-141-3p,WDR37
hsa-miR-133a-3p,EGFL7
hsa-miR-133a-3p,VEGFA
hsa-miR-133a-3p,PIK3R2
hsa-miR-133a-3p,RGS3
hsa-miR-133a-3p,COL1A1
hsa-miR-128-3p,SOX2
hsa-miR-128-3p,POU5F1
hsa-miR-128-3p,CTDSP1
hsa-miR-122-5p,CDK4
hsa-miR-200b-3p,KLHL20
hsa-miR-200b-3p,ELMO2
hsa-miR-200b-3p,PTPRD
hsa-miR-200b-3p,ERBIN
hsa-miR-200b-3p,WDR37
hsa-miR-200b-3p,TCF7L1
hsa-miR-200b-3p,VAC14
hsa-miR-200b-3p,HOXB5
hsa-miR-200b-3p,RIN2
hsa-miR-200b-3p,RASSF2
hsa-miR-200b-3p,KLF11
hsa-miR-200b-3p,SEPT7
hsa-miR-200b-3p,SHC1
hsa-miR-214-3p,SRGAP2
hsa-miR-205-5p,YES1
hsa-miR-205-5p,SRC
hsa-miR-10b-5p,NR4A3
hsa-miR-10b-5p,NRP2
hsa-miR-29b-3p,IMPDH1
hsa-miR-29b-3p,MYCN
hsa-miR-33a-5p,PIM1
hsa-miR-24-3p,DHFRP1
hsa-miR-20a-5p,ARHGAP12
hsa-miR-20a-5p,TSG101
hsa-miR-19b-3p,MYCN
hsa-miR-19a-3p,DPYSL2
hsa-miR-19a-3p,VPS4B
hsa-miR-19a-3p,MYCN
hsa-miR-19a-3p,RAB14
hsa-miR-17-5p,HBP1
hsa-let-7b-5p,CCNA1
hsa-miR-15a-5p,CADM1
hsa-miR-16-5p,CADM1
hsa-miR-199a-5p,IKBKB
hsa-miR-7-5p,IRS2
hsa-miR-221-3p,MYBL1
hsa-miR-221-3p,CREBZF
hsa-miR-221-3p,BRAP
hsa-miR-221-3p,USP18
hsa-miR-221-3p,ARIH2
hsa-miR-221-3p,HMGXB4
hsa-miR-145-5p,ARL6IP5
hsa-miR-145-5p,AKR1B10
hsa-miR-145-5p,C11orf65
hsa-miR-145-5p,HLTF
hsa-miR-145-5p,GMFB
hsa-miR-145-5p,SERINC5
hsa-miR-145-5p,MEST
hsa-miR-145-5p,ALPPL2
hsa-miR-145-5p,NDRG2
hsa-miR-145-5p,DTD1
hsa-miR-145-5p,TPM3
hsa-miR-145-5p,MAP2K6
hsa-miR-145-5p,CEP19
hsa-miR-145-5p,TPRG1
hsa-miR-145-5p,GOLM1
hsa-miR-145-5p,CCDC43
hsa-miR-145-5p,MMP1
hsa-miR-145-5p,PTP4A2
hsa-miR-145-5p,TMEM9B
hsa-miR-145-5p,MMP12
hsa-miR-145-5p,MTMR14
hsa-miR-145-5p,ALDH3A1
hsa-miR-145-5p,NDUFA4
hsa-miR-145-5p,FAM3C
hsa-miR-145-5p,LYPLA2
hsa-miR-145-5p,FAM45A
hsa-miR-145-5p,PIGF
hsa-miR-145-5p,AP1G1
hsa-miR-145-5p,JADE1
hsa-miR-145-5p,NIPSNAP1
hsa-miR-145-5p,KREMEN1
hsa-miR-145-5p,MMP14
hsa-miR-145-5p,ABRACL
hsa-miR-145-5p,MIXL1
hsa-miR-145-5p,TSPAN6
hsa-miR-145-5p,PODXL
hsa-miR-145-5p,APH1A
hsa-miR-145-5p,ABHD17C
hsa-miR-133a-3p,GSTP1
hsa-miR-375,MTPN
hsa-miR-155-5p,TRIP13
hsa-miR-155-5p,TBCA
hsa-miR-155-5p,RHEB
hsa-miR-155-5p,POLE3
hsa-miR-155-5p,PKN2
hsa-miR-155-5p,PICALM
hsa-miR-155-5p,PHC2
hsa-miR-155-5p,NARS
hsa-miR-155-5p,DHX40
hsa-miR-155-5p,ARFIP1
hsa-miR-1-3p,HAND2
hsa-miR-1-3p,TMSB4X
hsa-miR-155-5p,KBTBD2
hsa-miR-155-5p,KRAS
hsa-miR-155-5p,TLE4
hsa-miR-155-5p,ANAPC16
hsa-miR-155-5p,C17orf80
hsa-miR-155-5p,GCFC2
hsa-miR-155-5p,EXOSC2
hsa-miR-155-5p,LNX2
hsa-miR-155-5p,ZNF248
hsa-miR-155-5p,CHD9
hsa-miR-155-5p,MEF2A
hsa-miR-155-5p,CAB39
hsa-miR-155-5p,CLUAP1
hsa-miR-155-5p,CARD11
hsa-miR-155-5p,PCDH9
hsa-miR-155-5p,ZNF561
hsa-miR-155-5p,CARHSP1
hsa-miR-155-5p,C16orf62
hsa-miR-155-5p,LIN7C
hsa-miR-155-5p,CBR4
hsa-miR-155-5p,LRIF1
hsa-miR-155-5p,TAF5L
hsa-miR-155-5p,HERC4
hsa-miR-155-5p,MORC3
hsa-miR-155-5p,MBNL3
hsa-miR-155-5p,UPF2
hsa-miR-155-5p,TSPAN14
hsa-miR-155-5p,INTS6
hsa-miR-155-5p,YWHAZ
hsa-miR-155-5p,PRKAR1A
hsa-miR-155-5p,SSX2IP
hsa-miR-155-5p,FAM199X
hsa-miR-155-5p,RAC1
hsa-miR-155-5p,PLS1
hsa-miR-155-5p,SAP30L
hsa-miR-155-5p,MRPS27
hsa-miR-155-5p,CEP41
hsa-miR-155-5p,CIAPIN1
hsa-miR-155-5p,CCDC82
hsa-miR-155-5p,ACTR2
hsa-miR-155-5p,TRAK1
hsa-miR-155-5p,CYP2U1
hsa-miR-155-5p,SLC35F2
hsa-miR-155-5p,ZNF493
hsa-miR-155-5p,HAL
hsa-miR-155-5p,IL17RB
hsa-miR-155-5p,TBC1D14
hsa-miR-155-5p,ZNF254
hsa-miR-155-5p,GABARAPL1
hsa-miR-155-5p,JCHAIN
hsa-miR-155-5p,RAPGEF2
hsa-miR-155-5p,WBP1L
hsa-miR-155-5p,PBRM1
hsa-miR-155-5p,MRPL18
hsa-miR-155-5p,ARMC2
hsa-miR-155-5p,LCORL
hsa-miR-155-5p,APAF1
hsa-miR-155-5p,MPP5
hsa-miR-155-5p,RAB11FIP2
hsa-miR-155-5p,NOVA1
hsa-miR-155-5p,RBAK
hsa-miR-155-5p,ARL15
hsa-miR-155-5p,MYO1D
hsa-miR-155-5p,LRRC59
hsa-miR-155-5p,TTF1
hsa-miR-155-5p,FAM91A1
hsa-miR-155-5p,CEP83
hsa-miR-155-5p,MARF1
hsa-miR-155-5p,CDC40
hsa-miR-155-5p,DCUN1D2
hsa-miR-155-5p,KLHL5
hsa-miR-155-5p,AGO4
hsa-miR-155-5p,WWC1
hsa-miR-155-5p,WEE1
hsa-miR-155-5p,GOLT1B
hsa-miR-155-5p,PALD1
hsa-miR-155-5p,ZNF83
hsa-miR-155-5p,PHF14
hsa-miR-155-5p,TBC1D8B
hsa-miR-155-5p,INPP5F
hsa-miR-155-5p,ARPC3
hsa-miR-155-5p,KRCC1
hsa-miR-155-5p,FAM177A1
hsa-miR-155-5p,UBTD2
hsa-miR-155-5p,SECISBP2
hsa-miR-155-5p,PAK2
hsa-miR-155-5p,SLC33A1
hsa-miR-155-5p,ZNF28
hsa-miR-155-5p,MCM8
hsa-miR-155-5p,TCF12
hsa-miR-155-5p,TOMM20
hsa-miR-155-5p,UBQLN1
hsa-miR-155-5p,NSD3
hsa-miR-155-5p,MASTL
hsa-miR-155-5p,MYBL1
hsa-miR-155-5p,GATM
hsa-miR-155-5p,FAM135A
hsa-miR-155-5p,C3orf18
hsa-miR-155-5p,ARL6IP5
hsa-miR-34a-5p,GRM7
hsa-miR-34a-5p,ACSL1
hsa-miR-221-3p,TMED7
hsa-miR-605-5p,TP53
hsa-miR-138-5p,ZEB2
hsa-miR-34a-5p,CDKN2C
hsa-miR-181c-5p,IL2
hsa-miR-449b-5p,CDC25A
hsa-miR-449b-5p,CDK6
hsa-miR-605-5p,MDM2
hsa-miR-505-3p,SRSF1
hsa-miR-335-5p,SP1
hsa-miR-335-5p,IGF1R
hsa-miR-335-5p,EPN2
hsa-miR-126-3p,PGR
hsa-miR-125b-5p,MUC1
hsa-miR-30d-5p,RUNX2
hsa-miR-221-3p,TBK1
hsa-miR-429,MYC
hsa-miR-335-5p,ID4
hsa-miR-34a-5p,MTA2
hsa-miR-148a-3p,CDC25B
hsa-miR-23b-3p,PRAP1
hsa-miR-504-5p,TP53
hsa-miR-328-3p,H2AFX
hsa-miR-149-3p,MYBL2
hsa-miR-221-3p,ZEB2
hsa-miR-24-3p,PCNA
hsa-miR-221-3p,BNIP3L
hsa-miR-133b,HCN4
hsa-miR-145-5p,RTKN
hsa-miR-24-3p,CHEK1
hsa-miR-320a,POLR3D
hsa-miR-146a-5p,CFH
hsa-miR-133a-3p,UCP2
hsa-miR-32-5p,PRMT5
hsa-miR-25-3p,PRMT5
hsa-miR-34a-5p,CCND3
hsa-miR-34a-5p,CDC25A
hsa-miR-26a-5p,CDK8
hsa-miR-21-5p,FMOD
hsa-miR-155-5p,PDLIM5
hsa-miR-155-5p,MSI2
hsa-miR-222-3p,TMED7
hsa-miR-27a-3p,SP4
hsa-miR-27a-3p,SP3
hsa-miR-222-3p,TNFSF10
hsa-miR-221-3p,TNFSF10
hsa-miR-449a,HDAC8
hsa-miR-7-5p,IRS1
hsa-miR-20a-5p,NRAS
hsa-let-7a-5p,E2F1
hsa-miR-210-3p,MRE11
hsa-miR-210-3p,XPA
hsa-miR-373-3p,XPA
hsa-miR-373-3p,MRE11
hsa-miR-26a-5p,MYC
hsa-miR-199a-3p,MAPK9
hsa-miR-199a-3p,AKT1
hsa-miR-199a-3p,MAPK8
hsa-miR-199a-3p,MAPK14
hsa-miR-101-3p,FBN2
hsa-miR-101-3p,ARID1A
hsa-miR-101-3p,SUZ12
hsa-miR-101-3p,EED
hsa-miR-661,VCL
hsa-miR-559,VCL
hsa-miR-559,MTA2
hsa-miR-661,MTA2
hsa-miR-21-5p,TGIF1
hsa-miR-29b-3p,ESR1
hsa-miR-19b-3p,NCOA3
hsa-miR-18a-5p,NCOA3
hsa-miR-29b-3p,NCOA3
hsa-miR-26a-5p,CTGF
hsa-miR-26a-5p,STRADB
hsa-miR-19a-3p,PRMT5
hsa-miR-92b-3p,PRMT5
hsa-miR-96-5p,PRMT5
hsa-miR-128-3p,EGFR
hsa-miR-34a-5p,PEA15
hsa-miR-124-3p,PEA15
hsa-miR-125b-5p,CGN
hsa-miR-521,ERCC8
hsa-miR-17-5p,MYC
hsa-miR-20a-5p,MYC
hsa-let-7a-5p,CASP8
hsa-let-7a-5p,CASP9
hsa-miR-221-3p,NAIP
hsa-miR-155-5p,FLI1
hsa-miR-146a-5p,CDKN3
hsa-miR-146a-5p,KIF22
hsa-miR-221-3p,TP53
hsa-miR-222-3p,TP53
hsa-miR-221-3p,CORO1A
hsa-miR-221-3p,TCEAL1
hsa-miR-222-3p,CORO1A
hsa-miR-222-3p,TCEAL1
hsa-miR-19b-1-5p,CCND1
hsa-miR-107,PTEN
hsa-miR-205-5p,CYR61
hsa-miR-205-5p,CTGF
hsa-miR-34a-5p,BMP7
hsa-miR-29b-3p,FOS
hsa-miR-30a-5p,TUBB4B
hsa-miR-30a-5p,NEUROD1
hsa-miR-200a-3p,YAP1
hsa-miR-18a-5p,SMAD3
hsa-miR-362-3p,E2F1
hsa-miR-362-3p,USF2
hsa-miR-362-3p,PTPN1
hsa-miR-449b-5p,CDK4
hsa-miR-449a,CDK4
hsa-miR-335-5p,MYC
hsa-miR-335-5p,BRCA1
hsa-miR-106b-5p,PKD2
hsa-miR-155-5p,MYD88
hsa-miR-155-5p,NKX3-1
hsa-miR-155-5p,OLR1
hsa-miR-155-5p,SMAD4
hsa-miR-155-5p,CD68
hsa-miR-155-5p,SMAD3
hsa-miR-155-5p,CXCL8
hsa-miR-155-5p,ZNF611
hsa-miR-9-5p,VIM
hsa-miR-9-5p,XRN2
hsa-miR-9-5p,CD34
hsa-miR-141-3p,MAPK9
hsa-miR-141-3p,TFDP2
hsa-miR-138-5p,CDH1
hsa-miR-122-5p,BAX
hsa-miR-1-3p,SRF
hsa-miR-1-3p,IL11
hsa-miR-1-3p,MYOCD
hsa-let-7i-5p,COPS8
hsa-let-7i-5p,COPS6
hsa-let-7i-5p,GPS1
hsa-miR-34a-5p,CDKN2A
hsa-miR-101-3p,MEIS1
hsa-miR-93-5p,CERS2
hsa-miR-32-5p,RGS17
hsa-miR-25-3p,MAP2K4
hsa-miR-24-3p,TMED7
hsa-miR-24-3p,CORO1A
hsa-miR-17-5p,HSPB2
hsa-miR-17-5p,MMP2
hsa-let-7f-5p,COPS8
hsa-let-7f-5p,GPS1
hsa-let-7f-5p,COPS6
hsa-let-7e-3p,COPS8
hsa-let-7e-3p,GPS1
hsa-let-7e-3p,COPS6
hsa-let-7c-5p,COPS8
hsa-let-7c-5p,GPS1
hsa-let-7c-5p,COPS6
hsa-let-7a-5p,TMED7
hsa-let-7a-5p,CDKN1A
hsa-miR-26a-5p,MCL1
hsa-miR-10b-5p,TPM1
hsa-miR-10b-5p,PDCD4
hsa-miR-15a-5p,KLF4
hsa-miR-34a-5p,KCNH1
hsa-miR-27b-3p,MFF
hsa-miR-130b-3p,CMPK1
hsa-miR-214-3p,PIM1
hsa-miR-1271-5p,GPC3
hsa-miR-34a-5p,CYBB
hsa-miR-221-3p,PIK3R1
hsa-miR-221-3p,MMP2
hsa-miR-21-5p,SIRT2
hsa-miR-221-3p,RAD51
hsa-miR-149-5p,FGF21
hsa-miR-15b-3p,RECK
hsa-miR-150-3p,CCR6
hsa-miR-143-3p,OSBPL8
hsa-miR-138-5p,NFKB1
hsa-let-7a-5p,LIN28B
hsa-miR-320a,VEGFA
hsa-miR-198,JAK3
hsa-miR-200a-3p,foxg1a
hsa-miR-9-5p,foxg1a
hsa-miR-26a-5p,MALT1
hsa-miR-550a-5p,RNF43
hsa-miR-106a-3p,PTEN
hsa-miR-196a-5p,HOXA10
hsa-miR-9-3p,MAPK3
hsa-miR-9-3p,MAPK1
hsa-miR-9-3p,MMP9
hsa-miR-25-3p,TNFSF10
hsa-miR-29b-1-5p,JAK3
hsa-miR-27a-5p,EGFR
hsa-miR-34a-3p,MET
hsa-miR-34a-3p,CCND1
hsa-miR-34a-3p,CDK6
hsa-miR-34a-3p,SIRT1
hsa-miR-340-5p,AKT1
hsa-miR-339-3p,FOXO1
hsa-miR-339-3p,NFKB1
hsa-miR-15b-5p,TGFB1
hsa-miR-15b-5p,TBR1
hsa-miR-15b-5p,SMAD2
hsa-miR-15b-5p,BAX
hsa-miR-133a-5p,EGFR
hsa-miR-663a,CXCR4
hsa-miR-192-5p,AKT1
hsa-miR-375,STAT3
hsa-miR-375,MAPK3
hsa-miR-181b-5p,PDCD10
hsa-miR-29c-3p,PHLDB2
hsa-miR-506-5p,CTNNB1
hsa-miR-200c-5p,PTEN
hsa-miR-200c-5p,CDH1
hsa-miR-203a-5p,CDKN1A
hsa-miR-203a-5p,CDKN1B
hsa-miR-203a-5p,CCND2
hsa-miR-203a-5p,CDK6
hsa-miR-203a-5p,MMP2
hsa-miR-203a-5p,MMP7
hsa-miR-101-3p,CTNNB1
hsa-miR-101-3p,CCND1
hsa-miR-9-5p,SRSF1
hsa-miR-9-5p,STAU1
hsa-miR-30a-5p,PIK3R2
hsa-miR-142-5p,TGFB2
hsa-miR-494-3p,BIRC5
hsa-let-7a-3p,E2F2
hsa-miR-30a-3p,BECN1
hsa-miR-15b-3p,CCND3
hsa-miR-330-5p,TYR
hsa-miR-330-5p,PDIA3
hsa-miR-744-5p,GSK3B
hsa-miR-744-5p,SFRP1
hsa-miR-744-5p,TLE3
hsa-miR-16-5p,CLDN2
hsa-miR-200a-3p,EGFR
hsa-miR-27b-3p,KHSRP
hsa-miR-497-3p,HIF1A
hsa-miR-7-5p,NDUFA4
hsa-miR-27a-3p,MYT1
hsa-miR-24-3p,DHFR
hsa-miR-199a-3p,MAPK1
hsa-miR-181a-5p,KAT2B
hsa-miR-181b-5p,KAT2B
hsa-miR-25-3p,KAT2B
hsa-miR-32-5p,KAT2B
hsa-miR-92a-3p,KAT2B
hsa-miR-93-5p,KAT2B
hsa-miR-106b-5p,KAT2B
hsa-miR-19a-3p,KAT2B
hsa-miR-19b-3p,KAT2B
hsa-miR-212-3p,TJP1
hsa-miR-326,NOTCH1
hsa-miR-326,NOTCH2
hsa-miR-142-5p,RAC1
hsa-miR-593-3p,PROP1
hsa-miR-511-5p,PROP1
hsa-miR-146a-5p,SOS1
hsa-miR-26a-5p,ITGA5
hsa-miR-135b-5p,RECK
hsa-miR-135b-5p,EVI5
hsa-miR-370-3p,GADD45A
hsa-miR-107,CLOCK
hsa-miR-124-3p,SSSCA1
hsa-miR-34a-5p,ARHGDIB
hsa-miR-148b-3p,PIK3R3
hsa-miR-30a-5p,LOX
hsa-miR-181b-5p,PLAG1
hsa-miR-181a-5p,PLAG1
hsa-miR-373-3p,PIK3CA
hsa-miR-512-5p,TEAD4
hsa-miR-224-5p,API5
hsa-miR-638,TP53INP2
hsa-miR-138-5p,SLC45A3
hsa-miR-126-3p,SLC45A3
hsa-miR-126-5p,SLC45A3
hsa-miR-24-3p,ACVR1B
hsa-miR-21-5p,NAV3
hsa-miR-450a-5p,HNRNPK
hsa-let-7c-5p,DICER1
hsa-miR-146a-5p,CXCL8
hsa-miR-107,BACE1
hsa-miR-21-5p,SOX5
hsa-miR-21-5p,MTAP
hsa-miR-200b-3p,HFE
hsa-miR-200a-3p,HFE
hsa-miR-200c-3p,HFE
hsa-miR-200a-3p,DLC1
hsa-miR-200b-3p,DLC1
hsa-miR-200c-3p,DLC1
hsa-miR-200b-3p,HNRNPA3
hsa-miR-200c-3p,ATRX
hsa-miR-200a-3p,ATRX
hsa-miR-373-3p,RECK
hsa-miR-15b-5p,RECK
hsa-miR-19b-3p,ESR1
hsa-miR-20b-5p,ESR1
hsa-miR-124-3p,Rab38
hsa-miR-30d-5p,GNAI2
hsa-let-7g-5p,IGF2BP1
hsa-miR-125b-5p,RAF1
hsa-miR-346,EFEMP2
hsa-miR-663a,CDK1
hsa-miR-27b-3p,PAX7
hsa-miR-24-3p,STX16
hsa-miR-21-5p,AKT2
hsa-miR-504-5p,TCEAL1
hsa-miR-504-5p,MDM2
hsa-miR-338-3p,MMP2
hsa-miR-338-3p,MMP9
hsa-miR-326,CD9
hsa-miR-146a-5p,SLPI
hsa-miR-9-5p,CHMP2B
hsa-miR-138-5p,SNAI2
hsa-miR-138-5p,EED
hsa-miR-138-5p,SUZ12
hsa-miR-132-3p,CCNA2
hsa-miR-132-3p,CCNB1
hsa-miR-122-5p,HMOX1
hsa-miR-122-5p,BCL2L1
hsa-let-7g-5p,BMI1
hsa-miR-221-3p,DVL2
hsa-miR-221-3p,MEOX2
hsa-miR-212-3p,CCNA2
hsa-miR-212-3p,CCNB1
hsa-miR-21-5p,VEGFA
hsa-miR-375,RHOA
hsa-miR-375,KCNQ2
hsa-miR-346,ZFP36
hsa-let-7a-5p,MAPK1
hsa-let-7a-5p,MYCBP
hsa-miR-200c-3p,SMURF2
hsa-miR-17-5p,CLIC4
hsa-miR-18a-5p,CLIC4
hsa-miR-27a-3p,CNOT7
hsa-miR-27a-3p,TGFBR2
hsa-miR-10b-5p,ZMYND11
hsa-miR-10b-5p,CRK
hsa-miR-25-3p,PELI1
hsa-miR-93-5p,CLIC4
hsa-miR-96-5p,CTDSP1
hsa-let-7f-5p,HMGA2
hsa-miR-21-5p,RFFL
hsa-miR-205-5p,PARK7
hsa-miR-205-5p,KLK2
hsa-miR-130a-3p,GTF2H1
hsa-miR-130a-3p,STX6
hsa-miR-29c-3p,TNFAIP3
hsa-miR-29b-3p,BCL9L
hsa-miR-1,HCN4
hsa-miR-192-5p,10-Sep
hsa-miR-377-3p,MYC
hsa-miR-377-3p,MAPK1
hsa-miR-200b-3p,ERBB2IP
hsa-miR-200b-3p,7-Sep
hsa-miR-200a-3p,CXCL2
hsa-miR-200a-3p,7-Sep
hsa-miR-200a-3p,ERBB2IP
hsa-miR-429,ERBB2IP
hsa-miR-429,7-Sep
hsa-miR-34a-5p,AGBL5
hsa-miR-761,RBFOX2
hsa-miR-320b,RBFOX2
hsa-miR-9-5p,PCSK6
hsa-miR-214-3p,SRGAP2C
hsa-miR-199a-3p,TAB3
hsa-miR-488-5p,GABRA6
hsa-miR-488-5p,CRHR2
hsa-miR-488-5p,MAOA
hsa-miR-488-5p,HTR2C
hsa-miR-488-5p,POMC
hsa-miR-488-5p,RGS2
hsa-miR-488-5p,CCKAR
hsa-miR-488-5p,SLC6A2
hsa-miR-488-5p,ADORA2A
hsa-miR-488-5p,BDNF
hsa-miR-488-5p,CCKBR
hsa-miR-488-5p,NTRK3
hsa-miR-488-3p,CRHR2
hsa-miR-488-3p,RGS2
hsa-miR-488-3p,SLC6A2
hsa-miR-488-3p,ADORA2A
hsa-miR-488-3p,CCKBR
hsa-miR-181a-5p,FLT1
hsa-miR-29b-3p,BCL7A
hsa-miR-29b-3p,ITIH5
hsa-miR-205-5p,NA
hsa-miR-202-3p,FOXP2
hsa-miR-202-3p,ACVR2A
hsa-miR-202-3p,GAD1
hsa-miR-202-3p,POU2F1
hsa-miR-192-5p,CXCL2
hsa-miR-139-5p,RAF1
hsa-miR-139-5p,PRKCE
hsa-miR-139-5p,BMI1
hsa-let-7a-5p,MYO1F
hsa-let-7a-5p,E2F6
hsa-let-7a-5p,MFSD4
hsa-miR-200c-3p,ERBB2IP
hsa-miR-200c-3p,7-Sep
hsa-miR-141-3p,CXCL2
hsa-miR-141-3p,ERBB2IP
hsa-miR-141-3p,7-Sep
hsa-miR-26a-5p,PDHX
hsa-miR-135a-5p,TRPC1
hsa-miR-16-5p,LAMP2
hsa-miR-16-5p,SLC35A4
hsa-miR-16-5p,PPP1R11
hsa-miR-15a-5p,PGPEP1L
hsa-miR-15a-5p,MTM1
hsa-miR-17-5p,LY75
hsa-miR-17-5p,MAPK3
hsa-miR-17-5p,APH1A
hsa-miR-17-5p,CLIP1
hsa-miR-17-5p,AKT1
hsa-miR-17-5p,DYNLT1
hsa-miR-17-5p,RPIA
hsa-miR-17-5p,BACH1
hsa-miR-17-5p,YOD1
hsa-miR-17-5p,DAZAP2
hsa-miR-17-5p,COL4A1
hsa-miR-17-5p,PELI1
hsa-miR-17-3p,LY75
hsa-miR-17-3p,CDKN1A
hsa-miR-17-3p,CLIP1
hsa-miR-17-3p,BACH1
hsa-miR-17-3p,CLIC4
hsa-miR-17-3p,YOD1
hsa-miR-17-3p,DAZAP2
hsa-miR-17-3p,PELI1
hsa-miR-18a-5p,LY75
hsa-miR-18a-5p,CDKN1A
hsa-miR-18a-5p,CLIP1
hsa-miR-18a-5p,BACH1
hsa-miR-18a-5p,YOD1
hsa-miR-18a-5p,DAZAP2
hsa-miR-18a-5p,PELI1
hsa-miR-19a-3p,LY75
hsa-miR-19a-3p,CDKN1A
hsa-miR-19a-3p,CLIP1
hsa-miR-19a-3p,BACH1
hsa-miR-19a-3p,CLIC4
hsa-miR-19a-3p,YOD1
hsa-miR-19a-3p,DAZAP2
hsa-miR-19a-3p,PELI1
hsa-miR-20a-5p,LY75
hsa-miR-20a-5p,TIMP3
hsa-miR-20a-5p,CLIP1
hsa-miR-20a-5p,BACH1
hsa-miR-20a-5p,CLIC4
hsa-miR-20a-5p,COL4A1
hsa-miR-20a-5p,YOD1
hsa-miR-20a-5p,DAZAP2
hsa-miR-20a-5p,PELI1
hsa-miR-19b-3p,LY75
hsa-miR-19b-3p,CDKN1A
hsa-miR-19b-3p,CLIP1
hsa-miR-19b-3p,BACH1
hsa-miR-19b-3p,CLIC4
hsa-miR-19b-3p,YOD1
hsa-miR-19b-3p,DAZAP2
hsa-miR-19b-3p,PELI1
hsa-miR-432-5p,IAPP
hsa-miR-376a-3p,IAPP
hsa-miR-22-3p,SLC6A2
hsa-miR-22-3p,RBFOX2
hsa-miR-22-3p,CRHR2
hsa-miR-22-3p,CCKBR
hsa-miR-22-3p,SH3PXD2A
hsa-miR-22-3p,POMC
hsa-miR-22-3p,ADORA2A
hsa-miR-22-3p,PAK4
hsa-miR-22-3p,NTRK3
hsa-miR-22-3p,GABRA6
hsa-miR-22-3p,CCKAR
hsa-miR-22-3p,ARHGAP19
hsa-miR-132-3p,IKBKB
hsa-miR-324-5p,NTRK3
hsa-miR-142-3p,FLT1
hsa-miR-21-5p,PCSK6
hsa-miR-21-5p,RXRA
hsa-miR-1,KCNJ2
hsa-miR-1,GJA1
hsa-miR-1,HAND2
hsa-miR-1,XPO6
hsa-miR-24-3p,CISD2
hsa-miR-24-3p,SFXN2
hsa-miR-24-3p,SLC12A8
hsa-miR-24-3p,UBXN2B
hsa-miR-27a-3p,RHOA
hsa-miR-27a-3p,PPP2R5C
hsa-miR-27a-3p,CREB1
hsa-miR-27a-3p,LEF1
hsa-miR-27a-3p,RALB
hsa-miR-27a-3p,PRKCI
hsa-miR-27a-3p,E2F6
hsa-miR-330-5p,NTRK3
hsa-miR-125a-5p,P2RX7
hsa-miR-519c-3p,TAB3
hsa-miR-519b-3p,TAB3
hsa-miR-525-5p,TAB3
hsa-miR-525-3p,PSME3
hsa-miR-525-3p,TPT1
hsa-miR-525-3p,CCT2
hsa-miR-525-3p,TXN
hsa-miR-525-3p,HINT1
hsa-miR-525-3p,PRDX3
hsa-miR-525-3p,PSMD10
hsa-miR-525-3p,HSPD1
hsa-miR-520d-5p,MTM1
hsa-miR-520d-5p,TAB3
hsa-miR-520d-5p,IKBKB
hsa-miR-520d-5p,TAB2
hsa-miR-520d-5p,TRAF5
hsa-miR-217,CXCL2
hsa-miR-10b-5p,HHAT
hsa-miR-10b-5p,LYL1
hsa-miR-10b-5p,HIVEP2
hsa-miR-10b-5p,SREBF1
hsa-miR-10b-5p,GATA3
hsa-miR-10b-5p,OLFM3
hsa-miR-10b-5p,TCF19
hsa-miR-10b-5p,TCF15
hsa-miR-10b-5p,MYF5
hsa-miR-10b-5p,DLX1
hsa-miR-10b-5p,FXR2
hsa-miR-10b-5p,HOXD1
hsa-miR-10b-5p,ANXA7
hsa-miR-10b-5p,USP6
hsa-miR-10b-5p,DPF2
hsa-miR-10b-5p,HOXD11
hsa-miR-10b-5p,STAT6
hsa-miR-10b-5p,RARG
hsa-miR-10b-5p,NUAK2
hsa-miR-10b-5p,ASCL2
hsa-miR-10b-5p,NCOA6
hsa-miR-124-3p,PCSK6
hsa-miR-155-5p,LY75
hsa-miR-155-5p,SOX10
hsa-miR-155-5p,PAK7
hsa-miR-155-5p,RREB1
hsa-miR-155-5p,CLIP1
hsa-miR-155-5p,FBXO33
hsa-miR-155-5p,CLIC4
hsa-miR-155-5p,SOX11
hsa-miR-155-5p,YOD1
hsa-miR-155-5p,SOX1
hsa-miR-155-5p,DAZAP2
hsa-miR-155-5p,PELI1
hsa-miR-28-5p,LYPD3
hsa-miR-28-5p,IKBKB
hsa-miR-28-5p,RIPK1
hsa-miR-302c-3p,TAB3
hsa-miR-143-3p,SCARB1
